English,Portuguese,Inupiaq,initial_presentation_cycles.thisRepN,initial_presentation_cycles.thisTrialN,initial_presentation_cycles.thisN,initial_presentation_cycles.thisIndex,initial_presentation_trials.thisRepN,initial_presentation_trials.thisTrialN,initial_presentation_trials.thisN,initial_presentation_trials.thisIndex,practice_phase_blocks.thisRepN,practice_phase_blocks.thisTrialN,practice_phase_blocks.thisN,practice_phase_blocks.thisIndex,practice_phase_cycles.thisRepN,practice_phase_cycles.thisTrialN,practice_phase_cycles.thisN,practice_phase_cycles.thisIndex,practice_phase_trials.thisRepN,practice_phase_trials.thisTrialN,practice_phase_trials.thisN,practice_phase_trials.thisIndex,instr_msg.started,instr_resp.started,instr_resp.keys,instr_resp.rt,cue_practice.started,target_practice.started,key_practice.started,condition_name.started,key_practice.keys,key_practice.rt,participant,session,date,expName,psychopyVersion,frameRate,
dust,pó,apyuq,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,0,0,0,0,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,1,0,1,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,1,0,1,0,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,1,0,1,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,1,0,1,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,1,0,1,0,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,1,0,1,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,1,0,1,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,1,0,1,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,1,0,1,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,1,0,1,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,1,0,1,0,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,2,0,2,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,2,0,2,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,2,0,2,0,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,2,0,2,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,2,0,2,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,2,0,2,0,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,2,0,2,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,2,0,2,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,2,0,2,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,2,0,2,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,2,0,2,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,2,0,2,0,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,17.83216479999919,17.83216479999919,17.83216479999919,17.83216479999919,space,6.123800100001063,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,5,,,,,24.000810900000033,24.000810900000033,24.000810900000033,24.000810900000033,space,0.7158183000010467,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,0,,,,,24.74817079999957,24.74817079999957,24.74817079999957,24.74817079999957,space,0.8091988000005585,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,,,,,,,,,0,0,0,0,0,0,0,0,0,3,3,4,,,,,25.614878299999873,25.614878299999873,25.614878299999873,25.614878299999873,space,1.8846649000006437,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,,,,,,,,,0,0,0,0,0,0,0,0,0,4,4,3,,,,,27.55045119999977,27.55045119999977,27.55045119999977,27.55045119999977,space,10.966029799999887,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,,,,,,,,,0,0,0,0,0,0,0,0,0,5,5,2,,,,,38.57155729999977,38.57155729999977,38.57155729999977,38.57155729999977,space,8.15996670000004,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,,,,,46.83229510000001,46.83229510000001,46.83229510000001,46.83229510000001,space,0.6678722000006019,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,5,,,,,47.53359259999979,47.53359259999979,47.53359259999979,47.53359259999979,space,0.6556228000008559,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,,,,,,,,,0,0,0,0,1,0,1,0,0,2,2,0,,,,,48.232464400000026,48.232464400000026,48.232464400000026,48.232464400000026,space,0.4435070999998061,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,,,,,,,,,0,0,0,0,1,0,1,0,0,3,3,4,,,,,48.73118780000004,48.73118780000004,48.73118780000004,48.73118780000004,space,2.6170377000007647,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,,,,,,,,,0,0,0,0,1,0,1,0,0,4,4,3,,,,,51.399232499999925,51.399232499999925,51.399232499999925,51.399232499999925,space,7.164703100001134,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,,,,,,,,,0,0,0,0,1,0,1,0,0,5,5,2,,,,,58.59962329999962,58.59962329999962,58.59962329999962,58.59962329999962,space,5.572162700001172,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,1,,,,,64.23243399999956,64.23243399999956,64.23243399999956,64.23243399999956,space,0.2595783000006122,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,,,,,,,,,0,0,0,0,2,0,2,0,0,1,1,5,,,,,64.53162049999992,64.53162049999992,64.53162049999992,64.53162049999992,space,0.34425590000046213,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,,,,,,,,,0,0,0,0,2,0,2,0,0,2,2,0,,,,,64.91526559999966,64.91526559999966,64.91526559999966,64.91526559999966,space,0.2884721000000354,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,,,,,,,,,0,0,0,0,2,0,2,0,0,3,3,4,,,,,65.26458920000005,65.26458920000005,65.26458920000005,65.26458920000005,space,0.39500610000050074,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,,,,,,,,,0,0,0,0,2,0,2,0,0,4,4,3,,,,,65.69916139999987,65.69916139999987,65.69916139999987,65.69916139999987,space,7.576367200000277,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,,,,,,,,,0,0,0,0,2,0,2,0,0,5,5,2,,,,,73.31234349999977,73.31234349999977,73.31234349999977,73.31234349999977,space,0.27571850000003906,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,,,,,,,,,0,0,0,0,3,0,3,0,0,0,0,1,,,,,73.64607469999919,73.64607469999919,73.64607469999919,73.64607469999919,space,5.173784700001306,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,,,,,,,,,0,0,0,0,3,0,3,0,0,1,1,5,,,,,78.8647874999997,78.8647874999997,78.8647874999997,78.8647874999997,space,0.3152823000009448,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,,,,,,,,,0,0,0,0,3,0,3,0,0,2,2,0,,,,,79.21198639999966,79.21198639999966,79.21198639999966,79.21198639999966,space,0.35949190000064846,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,,,,,,,,,0,0,0,0,3,0,3,0,0,3,3,4,,,,,79.61207169999943,79.61207169999943,79.61207169999943,79.61207169999943,space,1.2640793999999005,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,,,,,,,,,0,0,0,0,3,0,3,0,0,4,4,3,,,,,80.91544599999997,80.91544599999997,80.91544599999997,80.91544599999997,space,11.473035700000764,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,,,,,,,,,0,0,0,0,3,0,3,0,0,5,5,2,,,,,92.43001469999945,92.43001469999945,92.43001469999945,92.43001469999945,space,4.366346300000259,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,,,,,,,,,0,0,0,0,4,0,4,0,0,0,0,1,,,,,96.84746059999998,96.84746059999998,96.84746059999998,96.84746059999998,space,0.988804200001141,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,,,,,,,,,0,0,0,0,4,0,4,0,0,1,1,5,,,,,97.89646549999998,97.89646549999998,97.89646549999998,97.89646549999998,space,0.31512580000071466,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,,,,,,,,,0,0,0,0,4,0,4,0,0,2,2,0,,,,,98.24746950000008,98.24746950000008,98.24746950000008,98.24746950000008,space,0.3245152000008602,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,,,,,,,,,0,0,0,0,4,0,4,0,0,3,3,4,,,,,98.61138019999999,98.61138019999999,98.61138019999999,98.61138019999999,space,0.5443910000012693,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,,,,,,,,,0,0,0,0,4,0,4,0,0,4,4,3,,,,,99.21107499999925,99.21107499999925,99.21107499999925,99.21107499999925,space,6.416525500000716,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,,,,,,,,,0,0,0,0,4,0,4,0,0,5,5,2,,,,,105.66471359999923,105.66471359999923,105.66471359999923,105.66471359999923,space,4.443391100000554,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
mark,marca,aglak,,,,,,,,,0,0,0,0,5,0,5,0,0,0,0,1,,,,,110.16333179999947,110.16333179999947,110.16333179999947,110.16333179999947,space,0.5201480000005176,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
duck,pato,mitiq,,,,,,,,,0,0,0,0,5,0,5,0,0,1,1,5,,,,,110.7329407999996,110.7329407999996,110.7329407999996,110.7329407999996,space,0.6146127000010893,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
thread,fio,ivalu,,,,,,,,,0,0,0,0,5,0,5,0,0,2,2,0,,,,,111.37960999999996,111.37960999999996,111.37960999999996,111.37960999999996,space,0.296601300000475,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
cliff,penhasco,ikpik,,,,,,,,,0,0,0,0,5,0,5,0,0,3,3,4,,,,,111.71294399999988,111.71294399999988,111.71294399999988,111.71294399999988,space,0.5548597000006339,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
heaven,paraíso,qixak,,,,,,,,,0,0,0,0,5,0,5,0,0,4,4,3,,,,,112.31093149999924,112.31093149999924,112.31093149999924,112.31093149999924,space,1.8928415000009409,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
boot,bota,kamik,,,,,,,,,0,0,0,0,5,0,5,0,0,5,5,2,,,,,114.24584689999938,114.24584689999938,114.24584689999938,114.24584689999938,space,8.19008550000035,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,,,,,122.4987360999994,122.4987360999994,122.4987360999994,122.4987360999994,space,1.1370020000003933,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,5,,,,,123.67687409999962,123.67687409999962,123.67687409999962,123.67687409999962,space,0.43873920000078215,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,,,,,,,,,1,0,1,0,0,0,0,0,0,2,2,0,,,,,124.16359250000005,124.16359250000005,124.16359250000005,124.16359250000005,space,0.33663810000052763,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,,,,,,,,,1,0,1,0,0,0,0,0,0,3,3,4,,,,,124.54365099999995,124.54365099999995,124.54365099999995,124.54365099999995,space,6.1965195000002495,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,,,,,,,,,1,0,1,0,0,0,0,0,0,4,4,3,,,,,130.77678190000006,130.77678190000006,130.77678190000006,130.77678190000006,space,6.755377400000725,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,,,,,,,,,1,0,1,0,0,0,0,0,0,5,5,2,,,,,137.57660179999948,137.57660179999948,137.57660179999948,137.57660179999948,space,0.74004800000057,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,1,,,,,138.37616059999982,138.37616059999982,138.37616059999982,138.37616059999982,space,0.38757470000109606,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,,,,,,,,,1,0,1,0,1,0,1,0,0,1,1,5,,,,,138.8094229999997,138.8094229999997,138.8094229999997,138.8094229999997,space,0.3868666000007579,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,,,,,,,,,1,0,1,0,1,0,1,0,0,2,2,0,,,,,139.23081029999958,139.23081029999958,139.23081029999958,139.23081029999958,space,0.3650409000010768,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,,,,,,,,,1,0,1,0,1,0,1,0,0,3,3,4,,,,,139.6324670999993,139.6324670999993,139.6324670999993,139.6324670999993,space,5.083218900000247,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,,,,,,,,,1,0,1,0,1,0,1,0,0,4,4,3,,,,,144.76261799999975,144.76261799999975,144.76261799999975,144.76261799999975,space,3.3848432000004323,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,,,,,,,,,1,0,1,0,1,0,1,0,0,5,5,2,,,,,148.19757459999983,148.19757459999983,148.19757459999983,148.19757459999983,space,1.3031239000010828,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,,,,,,,,,1,0,1,0,2,0,2,0,0,0,0,1,,,,,149.5638345999996,149.5638345999996,149.5638345999996,149.5638345999996,space,0.37577370000053634,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,,,,,,,,,1,0,1,0,2,0,2,0,0,1,1,5,,,,,149.97775039999942,149.97775039999942,149.97775039999942,149.97775039999942,space,0.3942835000007108,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,,,,,,,,,1,0,1,0,2,0,2,0,0,2,2,0,,,,,150.42970379999952,150.42970379999952,150.42970379999952,150.42970379999952,space,0.3742669000012029,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,,,,,,,,,1,0,1,0,2,0,2,0,0,3,3,4,,,,,150.84530189999987,150.84530189999987,150.84530189999987,150.84530189999987,space,4.8232189000009384,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,,,,,,,,,1,0,1,0,2,0,2,0,0,4,4,3,,,,,155.70877669999936,155.70877669999936,155.70877669999936,155.70877669999936,space,4.598796900000707,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,,,,,,,,,1,0,1,0,2,0,2,0,0,5,5,2,,,,,160.36010420000002,160.36010420000002,160.36010420000002,160.36010420000002,space,0.33217190000050323,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,,,,,,,,,1,0,1,0,3,0,3,0,0,0,0,1,,,,,160.7436291999993,160.7436291999993,160.7436291999993,160.7436291999993,space,0.4846190000007482,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,,,,,,,,,1,0,1,0,3,0,3,0,0,1,1,5,,,,,161.27548549999938,161.27548549999938,161.27548549999938,161.27548549999938,space,0.2725839000004271,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,,,,,,,,,1,0,1,0,3,0,3,0,0,2,2,0,,,,,161.5936705999993,161.5936705999993,161.5936705999993,161.5936705999993,space,0.2578683000010642,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,,,,,,,,,1,0,1,0,3,0,3,0,0,3,3,4,,,,,161.89863739999964,161.89863739999964,161.89863739999964,161.89863739999964,space,5.410448000000542,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,,,,,,,,,1,0,1,0,3,0,3,0,0,4,4,3,,,,,167.34364509999978,167.34364509999978,167.34364509999978,167.34364509999978,space,3.092483899999934,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,,,,,,,,,1,0,1,0,3,0,3,0,0,5,5,2,,,,,170.49808029999986,170.49808029999986,170.49808029999986,170.49808029999986,space,0.2981932000011511,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,,,,,,,,,1,0,1,0,4,0,4,0,0,0,0,1,,,,,170.84371680000004,170.84371680000004,170.84371680000004,170.84371680000004,space,0.31976880000001984,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,,,,,,,,,1,0,1,0,4,0,4,0,0,1,1,5,,,,,171.19660959999965,171.19660959999965,171.19660959999965,171.19660959999965,space,0.3509748000005857,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,,,,,,,,,1,0,1,0,4,0,4,0,0,2,2,0,,,,,171.5949189999992,171.5949189999992,171.5949189999992,171.5949189999992,space,0.36883860000034474,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,,,,,,,,,1,0,1,0,4,0,4,0,0,3,3,4,,,,,172.0081725,172.0081725,172.0081725,172.0081725,space,3.1642964000002394,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
tea,chá,saiyu,,,,,,,,,1,0,1,0,4,0,4,0,0,4,4,3,,,,,175.21040599999924,175.21040599999924,175.21040599999924,175.21040599999924,space,5.505680900000698,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
kidney,rim,taqtu,,,,,,,,,1,0,1,0,4,0,4,0,0,5,5,2,,,,,180.7740021999998,180.7740021999998,180.7740021999998,180.7740021999998,space,0.5665846000010788,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
dust,pó,apyuq,,,,,,,,,1,0,1,0,5,0,5,0,0,0,0,1,,,,,181.39264999999978,181.39264999999978,181.39264999999978,181.39264999999978,space,0.3163845000008223,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
rainbow,arco-íris,nigaq,,,,,,,,,1,0,1,0,5,0,5,0,0,1,1,5,,,,,181.74321249999957,181.74321249999957,181.74321249999957,181.74321249999957,space,0.28593910000017786,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
snail,lesma,uvixu,,,,,,,,,1,0,1,0,5,0,5,0,0,2,2,0,,,,,182.0743866999992,182.0743866999992,182.0743866999992,182.0743866999992,space,0.38586360000044806,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
sled,trenó,uniat,,,,,,,,,1,0,1,0,5,0,5,0,0,3,3,4,,,,,182.49258589999954,182.49258589999954,182.49258589999954,182.49258589999954,space,1.3595813000010821,,001,2022-07-22_11h39.47.942,finley_et_al,2022.2.1,59.76682570633094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,183.89640529999997,183.89640529999997,183.89640529999997,183.89640529999997,,,,,,,,,
